"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EST","Estonia","RECYCLING","Recycling","2001","2001","TONNE","Tonnes","3","thousands",,,15.31,,
"EST","Estonia","RECYCLING","Recycling","2002","2002","TONNE","Tonnes","3","thousands",,,10.61,,
"EST","Estonia","RECYCLING","Recycling","2003","2003","TONNE","Tonnes","3","thousands",,,76.82,,
"EST","Estonia","RECYCLING","Recycling","2004","2004","TONNE","Tonnes","3","thousands",,,142.25,,
"EST","Estonia","RECYCLING","Recycling","2005","2005","TONNE","Tonnes","3","thousands",,,121.46,,
"EST","Estonia","RECYCLING","Recycling","2006","2006","TONNE","Tonnes","3","thousands",,,70.27,,
"EST","Estonia","RECYCLING","Recycling","2007","2007","TONNE","Tonnes","3","thousands",,,122.35,,
"EST","Estonia","RECYCLING","Recycling","2008","2008","TONNE","Tonnes","3","thousands",,,77.51,,
"EST","Estonia","RECYCLING","Recycling","2009","2009","TONNE","Tonnes","3","thousands",,,51.83,,
"EST","Estonia","RECYCLING","Recycling","2010","2010","TONNE","Tonnes","3","thousands",,,40.66,,
"EST","Estonia","RECYCLING","Recycling","2011","2011","TONNE","Tonnes","3","thousands",,,58.17,,
"EST","Estonia","RECYCLING","Recycling","2012","2012","TONNE","Tonnes","3","thousands",,,52.39,"B","Break"
"EST","Estonia","RECYCLING","Recycling","2013","2013","TONNE","Tonnes","3","thousands",,,48.86,,
"EST","Estonia","RECYCLING","Recycling","2014","2014","TONNE","Tonnes","3","thousands",,,124.6,,
"EST","Estonia","COMPOST","Composting","1995","1995","TONNE","Tonnes","3","thousands",,,3,,
"EST","Estonia","COMPOST","Composting","1996","1996","TONNE","Tonnes","3","thousands",,,1,,
"EST","Estonia","COMPOST","Composting","1997","1997","TONNE","Tonnes","3","thousands",,,1,,
"EST","Estonia","COMPOST","Composting","1998","1998","TONNE","Tonnes","3","thousands",,,1.14,,
"EST","Estonia","COMPOST","Composting","1999","1999","TONNE","Tonnes","3","thousands",,,0.07,,
"EST","Estonia","COMPOST","Composting","2000","2000","TONNE","Tonnes","3","thousands",,,1.51,,
"EST","Estonia","COMPOST","Composting","2001","2001","TONNE","Tonnes","3","thousands",,,11.08,,
"EST","Estonia","COMPOST","Composting","2002","2002","TONNE","Tonnes","3","thousands",,,4.17,,
"EST","Estonia","COMPOST","Composting","2003","2003","TONNE","Tonnes","3","thousands",,,7.88,,
"EST","Estonia","COMPOST","Composting","2004","2004","TONNE","Tonnes","3","thousands",,,8.2,,
"EST","Estonia","COMPOST","Composting","2005","2005","TONNE","Tonnes","3","thousands",,,11.41,,
"EST","Estonia","COMPOST","Composting","2006","2006","TONNE","Tonnes","3","thousands",,,23.07,,
"EST","Estonia","COMPOST","Composting","2007","2007","TONNE","Tonnes","3","thousands",,,16.88,,
"EST","Estonia","COMPOST","Composting","2008","2008","TONNE","Tonnes","3","thousands",,,28.16,,
"EST","Estonia","COMPOST","Composting","2009","2009","TONNE","Tonnes","3","thousands",,,43.23,,
"EST","Estonia","COMPOST","Composting","2010","2010","TONNE","Tonnes","3","thousands",,,32.6,,
"EST","Estonia","COMPOST","Composting","2011","2011","TONNE","Tonnes","3","thousands",,,35.23,,
"EST","Estonia","COMPOST","Composting","2012","2012","TONNE","Tonnes","3","thousands",,,18.69,"B","Break"
"EST","Estonia","COMPOST","Composting","2013","2013","TONNE","Tonnes","3","thousands",,,19.63,,
"EST","Estonia","COMPOST","Composting","2014","2014","TONNE","Tonnes","3","thousands",,,21.78,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","1995","1995","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","1996","1996","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","1997","1997","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","1998","1998","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","1999","1999","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2000","2000","TONNE","Tonnes","3","thousands",,,0.13,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2001","2001","TONNE","Tonnes","3","thousands",,,0.47,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2002","2002","TONNE","Tonnes","3","thousands",,,0.24,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2003","2003","TONNE","Tonnes","3","thousands",,,0.21,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2004","2004","TONNE","Tonnes","3","thousands",,,0.16,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2005","2005","TONNE","Tonnes","3","thousands",,,0.2,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2006","2006","TONNE","Tonnes","3","thousands",,,0.78,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2007","2007","TONNE","Tonnes","3","thousands",,,1.5,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2008","2008","TONNE","Tonnes","3","thousands",,,0.85,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2009","2009","TONNE","Tonnes","3","thousands",,,0.52,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2010","2010","TONNE","Tonnes","3","thousands",,,0.02,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2011","2011","TONNE","Tonnes","3","thousands",,,0.03,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2012","2012","TONNE","Tonnes","3","thousands",,,46.62,"B","Break"
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2013","2013","TONNE","Tonnes","3","thousands",,,214.33,,
"EST","Estonia","INCINERATION_WITH","Incineration with energy recovery","2014","2014","TONNE","Tonnes","3","thousands",,,221.68,,
"EST","Estonia","OTH_RECOV","Other recovery","1995","1995","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","1996","1996","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","1997","1997","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","1998","1998","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","1999","1999","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2000","2000","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2001","2001","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2002","2002","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2003","2003","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2004","2004","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2005","2005","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2006","2006","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2007","2007","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2008","2008","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2009","2009","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2010","2010","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_RECOV","Other recovery","2011","2011","TONNE","Tonnes","3","thousands",,,7.06,,
"EST","Estonia","OTH_RECOV","Other recovery","2012","2012","TONNE","Tonnes","3","thousands",,,37.55,"B","Break"
"EST","Estonia","OTH_RECOV","Other recovery","2013","2013","TONNE","Tonnes","3","thousands",,,20.11,,
"EST","Estonia","OTH_RECOV","Other recovery","2014","2014","TONNE","Tonnes","3","thousands",,,28.35,,
"EST","Estonia","DISPOSAL","Disposal operations","1995","1995","TONNE","Tonnes","3","thousands",,,529,,
"EST","Estonia","DISPOSAL","Disposal operations","1996","1996","TONNE","Tonnes","3","thousands",,,564,,
"EST","Estonia","DISPOSAL","Disposal operations","1997","1997","TONNE","Tonnes","3","thousands",,,592,,
"EST","Estonia","DISPOSAL","Disposal operations","1998","1998","TONNE","Tonnes","3","thousands",,,556.02,,
"EST","Estonia","DISPOSAL","Disposal operations","1999","1999","TONNE","Tonnes","3","thousands",,,568.62,,
"EST","Estonia","DISPOSAL","Disposal operations","2000","2000","TONNE","Tonnes","3","thousands",,,601.06,"B","Break"
"EST","Estonia","DISPOSAL","Disposal operations","2001","2001","TONNE","Tonnes","3","thousands",,,402.96,"B","Break"
"EST","Estonia","DISPOSAL","Disposal operations","2002","2002","TONNE","Tonnes","3","thousands",,,419.26,,
"EST","Estonia","DISPOSAL","Disposal operations","2003","2003","TONNE","Tonnes","3","thousands",,,371.31,,
"EST","Estonia","DISPOSAL","Disposal operations","2004","2004","TONNE","Tonnes","3","thousands",,,383.01,,
"EST","Estonia","DISPOSAL","Disposal operations","2005","2005","TONNE","Tonnes","3","thousands",,,369.4,,
"EST","Estonia","DISPOSAL","Disposal operations","2006","2006","TONNE","Tonnes","3","thousands",,,373.27,,
"EST","Estonia","DISPOSAL","Disposal operations","2007","2007","TONNE","Tonnes","3","thousands",,,390.12,,
"EST","Estonia","DISPOSAL","Disposal operations","2008","2008","TONNE","Tonnes","3","thousands",,,333,,
"EST","Estonia","DISPOSAL","Disposal operations","2009","2009","TONNE","Tonnes","3","thousands",,,287,,
"EST","Estonia","DISPOSAL","Disposal operations","2010","2010","TONNE","Tonnes","3","thousands",,,267.365,,
"EST","Estonia","DISPOSAL","Disposal operations","2011","2011","TONNE","Tonnes","3","thousands",,,239.008,,
"EST","Estonia","DISPOSAL","Disposal operations","2012","2012","TONNE","Tonnes","3","thousands",,,129,"B","Break"
"EST","Estonia","DISPOSAL","Disposal operations","2013","2013","TONNE","Tonnes","3","thousands",,,52.73,,
"EST","Estonia","DISPOSAL","Disposal operations","2014","2014","TONNE","Tonnes","3","thousands",,,30.33,"B","Break"
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","1995","1995","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","1996","1996","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","1997","1997","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","1998","1998","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","1999","1999","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2000","2000","TONNE","Tonnes","3","thousands",,,0.01,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2001","2001","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2002","2002","TONNE","Tonnes","3","thousands",,,0.01,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2003","2003","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2004","2004","TONNE","Tonnes","3","thousands",,,0.01,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2005","2005","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2006","2006","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2007","2007","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2008","2008","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2009","2009","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2010","2010","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2011","2011","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2012","2012","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2013","2013","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","INCINERATION_WITHOUT","Incineration without energy recovery","2014","2014","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","LANDFILL","Landfill","1995","1995","TONNE","Tonnes","3","thousands",,,529,,
"EST","Estonia","LANDFILL","Landfill","1996","1996","TONNE","Tonnes","3","thousands",,,564,,
"EST","Estonia","LANDFILL","Landfill","1997","1997","TONNE","Tonnes","3","thousands",,,592,,
"EST","Estonia","LANDFILL","Landfill","1998","1998","TONNE","Tonnes","3","thousands",,,556.02,,
"EST","Estonia","LANDFILL","Landfill","1999","1999","TONNE","Tonnes","3","thousands",,,568.62,,
"EST","Estonia","LANDFILL","Landfill","2000","2000","TONNE","Tonnes","3","thousands",,,601.06,,
"EST","Estonia","LANDFILL","Landfill","2001","2001","TONNE","Tonnes","3","thousands",,,402.96,,
"EST","Estonia","LANDFILL","Landfill","2002","2002","TONNE","Tonnes","3","thousands",,,419.25,,
"EST","Estonia","LANDFILL","Landfill","2003","2003","TONNE","Tonnes","3","thousands",,,371.31,,
"EST","Estonia","LANDFILL","Landfill","2004","2004","TONNE","Tonnes","3","thousands",,,383,,
"EST","Estonia","LANDFILL","Landfill","2005","2005","TONNE","Tonnes","3","thousands",,,369.4,,
"EST","Estonia","LANDFILL","Landfill","2006","2006","TONNE","Tonnes","3","thousands",,,373.27,,
"EST","Estonia","LANDFILL","Landfill","2007","2007","TONNE","Tonnes","3","thousands",,,390.12,,
"EST","Estonia","LANDFILL","Landfill","2008","2008","TONNE","Tonnes","3","thousands",,,333,,
"EST","Estonia","LANDFILL","Landfill","2009","2009","TONNE","Tonnes","3","thousands",,,287,,
"EST","Estonia","LANDFILL","Landfill","2010","2010","TONNE","Tonnes","3","thousands",,,267,,
"EST","Estonia","LANDFILL","Landfill","2011","2011","TONNE","Tonnes","3","thousands",,,239.01,,
"EST","Estonia","LANDFILL","Landfill","2012","2012","TONNE","Tonnes","3","thousands",,,129,"B","Break"
"EST","Estonia","LANDFILL","Landfill","2013","2013","TONNE","Tonnes","3","thousands",,,52.73,,
"EST","Estonia","LANDFILL","Landfill","2014","2014","TONNE","Tonnes","3","thousands",,,30.33,,
"EST","Estonia","OTH_DISP","Other disposal","1995","1995","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_DISP","Other disposal","1996","1996","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_DISP","Other disposal","1997","1997","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_DISP","Other disposal","1998","1998","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_DISP","Other disposal","1999","1999","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_DISP","Other disposal","2000","2000","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_DISP","Other disposal","2001","2001","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_DISP","Other disposal","2002","2002","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_DISP","Other disposal","2003","2003","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_DISP","Other disposal","2004","2004","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","OTH_DISP","Other disposal","2005","2005","TONNE","Tonnes","3","thousands",,,0,,
